name,mass,distance
K2-379 b,5.4,182.207
K2-38 b,7.3,192.69
K2-38 c,8.3,192.69
K2-380 b,7.89,249.303
K2-381 b,1.26,145.701
K2-381 c,4.66,145.701
K2-381 d,3.5,145.701
K2-382 b,4.95,278.412
K2-383 b,3.07,203.788
K2-384 b,1.26,82.6603
K2-384 c,1.82,82.6603
K2-384 d,2.52,82.6603
K2-384 e,2.37,82.6603
K2-384 f,5.57,82.6603
K2-385 b,2.98,420.819
K2-386 b,5.99,428.785
K2-387 b,42.2,266.318
K2-388 b,13,290.495
K2-389 b,5.41,259.208
K2-389 c,4.82,259.208
K2-39 b,28.6047,307.47
K2-390 b,19.6,456.122
K2-391 b,2.45,507.94
K2-392 b,4.08,406.985
K2-393 b,6.13,265.914
K2-394 b,3.51,98.0152
K2-395 b,7.26,286.727
K2-395 c,11.4,286.727
K2-396 b,3.12,274.864
K2-396 c,9.93,274.864
K2-397 b,6.42,199.354
K2-398 b,5.79,606.992
K2-398 c,22.8,606.992
K2-399 b,30.5,515.491
K2-4 b,5.06,231.828
K2-400 b,1.67,62.3804
K2-401 b,5.74,200.727
K2-402 b,7.65,523.055
K2-403 b,24.6,246.599
K2-404 b,6.94,121.63
K2-405 b,18.9,197.234
K2-406 b,19.2,85.3751
K2-407 b,2.19,218.376
K2-407 c,2.42,218.376
K2-408 b,3.45,162.306
K2-409 b,6.72,431.031
K2-411 b,0.937,298.219
K2-412 b,5.13,654.085
K2-413 b,0.363,285.162
K2-413 c,2.05,285.162
K2-414 b,1.98,260.036
K2-414 c,4.38,260.036
K2-42 b,5.27,396.913
K2-43 b,18.5,182.536
K2-43 c,6.44,182.536
K2-44 b,6.5,476.703
K2-45 b,36.4,495.317
K2-46 b,4.86,449.237
K2-47 b,4.23,349.881
K2-48 b,5.65,313.764
K2-49 b,4.38,457.125
K2-5 b,4.31,202.943
K2-5 c,5.73,202.943
K2-50 b,3.15,257.443
K2-52 b,45700,1038.41
K2-53 b,7.27,138.018
K2-54 b,1.6,174.955
K2-55 b,14,159.522
K2-57 b,5.06,264.213
K2-58 b,7.65,181.746
K2-58 c,3.26,181.746
K2-58 d,3.57,181.746
K2-59 b,6.39,311.313
K2-59 c,5.9,311.313
K2-6 b,6.8,316.819
K2-60 b,135.39558,491.87
K2-61 b,6.71,405.732
K2-62 b,5.22,112.467
K2-62 c,5.22,112.467
K2-63 b,10.5,517.534
K2-63 c,14.5,517.534
K2-64 b,4.94,499.891
K2-65 b,3.12,72.2
K2-66 b,21.3,513.877
K2-68 b,3.12,168.652
K2-69 b,5.99,180.697
K2-7 b,7.61,738.553
K2-70 b,8.7,232.964
K2-71 b,5.27,153.192
K2-72 b,1.28,66.4321
K2-72 c,1.65,66.4321
K2-72 d,1.01,66.4321
K2-72 e,2.21,66.4321
K2-73 b,6.57,269.183
K2-74 b,5.95,377.822
K2-75 b,7.61,561.93
K2-75 c,8.1,561.93
K2-77 b,603.877,141.731
K2-79 b,15.4,256.011
K2-8 b,12.5,403.513
K2-8 c,6.39,403.513
K2-80 b,4.7,200.802
K2-80 c,2.76,200.802
K2-80 d,7.04,200.802
K2-81 b,4.54,252.318
K2-83 b,2.08,125.529
K2-83 c,2.8,125.529
K2-84 b,6.39,284.876
K2-84 c,4.78,284.876
K2-85 b,1.87,97.2179
K2-86 b,4.5,258.699
K2-87 b,44.9,491.242
K2-88 b,2.04,110.561
K2-89 b,0.17,86.0386
K2-9 b,5.69,82.9631
K2-90 b,7.27,134.188
K2-90 c,2.24,134.188
K2-91 b,1.37,62.5785
K2-95 b,11,179.854
K2-97 b,152.5584,878.43
K2-98 b,32.2,518.625
K2-99 b,308.2951,519.229
KELT-1 b,8654.15,268.43
KELT-10 b,215.80657,188.404
KELT-11 b,54.34893,99.1596
KELT-12 b,301.9385,368.03
KELT-14 b,408.09372,250.121
KELT-15 b,416.3573,324.683
KELT-16 b,874.0325,444.586
KELT-17 b,416.3573,226.5
KELT-18 b,375.0394,321.376
KELT-19 A b,1293.5681,300.276
KELT-2 A b,540.311,134.058
KELT-20 b,1074.90106,136.426
KELT-21 b,1242.7153,470.878
KELT-23 A b,298.12454,126.261
KELT-24 b,1646.3594,96.5173
KELT-3 b,616.5902,210.252
KELT-4 A b,286.68266,218.05
KELT-6 b,165.2716,240.726
KELT-6 c,1179.1493,240.726
KELT-7 b,441.7837,136.681
KELT-8 b,209.7678,197.572
KELT-9 b,915.3504,204.455
KIC 10068024 b,635.65681,721.105
KIC 10525077 b,25.9,1461.15
KIC 3526061 b,5768.58559,401.229
KIC 3558849 b,38.1,1215.7
KIC 5095269 b,2445.06619,1188.54
KIC 5437945 b,33.6,1274.01
KIC 5479689 b,158.9142,454.95
KIC 5951458 b,35.4,742.688
KIC 7917485 b,3750.394,1382.89
KIC 8121913 b,667.43965,707.303
KIC 8540376 b,15.8,1072.3
KIC 8540376 c,6.35,1072.3
KIC 9663113 b,19.2,1594.74
KMT-2016-BLG-0212L b,5700,6300
KMT-2016-BLG-1105L b,2.32,5080
KMT-2016-BLG-1107L b,1043,6651
KMT-2016-BLG-1397L b,2200,6600
KMT-2016-BLG-1820L b,1450,6260
KMT-2016-BLG-1836L b,700,7100
KMT-2016-BLG-2142L b,4923,7010
KMT-2016-BLG-2364L b,1250,6440
KMT-2016-BLG-2397L b,836,4880
KMT-2016-BLG-2605L b,245.0457,6421
KMT-2017-BLG-0165L b,34,4530
KMT-2017-BLG-0428L b,5.59,5400
KMT-2017-BLG-0673L b,1166.43025,5080
KMT-2017-BLG-1003L b,5.19,7090
KMT-2017-BLG-1038L b,640,6000
KMT-2017-BLG-1146L b,230,6500
KMT-2017-BLG-1194L b,3.54,4240
KMT-2017-BLG-2509L b,664.26137,7040
KMT-2018-BLG-0029L b,7.59,3380
KMT-2018-BLG-0748L b,60,7300
KMT-2018-BLG-1025L b,6.059,6705
KMT-2018-BLG-1292L b,1400,3460
KMT-2018-BLG-1743L b,77.86796,6483
KMT-2018-BLG-1976L b,705.57906,5840
KMT-2018-BLG-1988L b,5.56,4150
KMT-2018-BLG-1990L b,111,967
KMT-2018-BLG-1996L b,346.43296,5910
KMT-2019-BLG-0253L b,9.2,4900
KMT-2019-BLG-0371L b,2447.27873,7010
KMT-2019-BLG-0414L b,1452.47582,4410
KMT-2019-BLG-0842L b,10.28,3320
KMT-2019-BLG-0953L b,15.5,7200
KMT-2019-BLG-1042L b,60.3874,6600
KMT-2019-BLG-1339L b,397,6120
KMT-2019-BLG-1367L b,4.08,4670
KMT-2019-BLG-1552L b,1287.20505,4600
KMT-2019-BLG-1715L b,813.64072,3860
KMT-2019-BLG-1806L b,4.67,6640
KMT-2019-BLG-1953L b,200,7040
KMT-2019-BLG-2974L b,88.99195,6100
KMT-2020-BLG-0414L b,0.96,800
KMT-2020-BLG-0414L c,4894.55747,800
KMT-2021-BLG-0119L b,1754.41281,3130
KMT-2021-BLG-0171L b,11.2,4600
KMT-2021-BLG-0192L b,34.96112,5120
KMT-2021-BLG-0240L b,66.74397,6600
KMT-2021-BLG-0320L b,31.78284,6950
KMT-2021-BLG-0322L b,2034.1018,6600
KMT-2021-BLG-0748L b,143.02278,6090
KMT-2021-BLG-0912L b,2.81,5560
KMT-2021-BLG-1077L b,69.92225,8240
KMT-2021-BLG-1077L c,79.4571,8240
KMT-2021-BLG-1253L b,19.05,6640
KMT-2021-BLG-1303L b,120.77479,6280
KMT-2021-BLG-1372L b,61.27,5970
KMT-2021-BLG-1391L b,4.55,5720
KMT-2021-BLG-1554L b,38.13941,7680
KMT-2021-BLG-1689L b,46,7200
KMT-2021-BLG-1898L b,232.01474,6900
KMT-2021-BLG-2294L b,22.24799,6800
KOI-12 b,349.613,399.398
KOI-1257 b,460.83,656
KOI-13 b,2949.4624,519.096
KOI-142 b,9.5,376.863
KOI-142 c,214.1,376.863
KOI-1599.01,4.6,1131.64
KOI-1599.02,9,1131.64
KOI-1783.01,71,865.73
KOI-1783.02,15,865.73
KOI-1831 d,2.23,501.574
KOI-1833 d,11.02,290.324
KOI-3503 b,9.2,887.064
KOI-3503 c,10.36,887.064
KOI-351 b,2.27,848.254
KOI-351 c,1.81,848.254
KOI-351 d,8.6,848.254
KOI-351 e,7.56,848.254
KOI-351 f,8.65,848.254
KOI-351 g,254.264,848.254
KOI-351 h,381.396,848.254
KOI-3680 b,613.4119,921.986
KOI-4777.01,99.2,172.245
KOI-55 b,0.44,1231.02
KOI-55 c,0.655,1231.02
KOI-7368 b,5.56,264.995
KOI-7913 b,6.08,271.277
KOI-94 b,10.5,477.052
KOI-94 c,15.6,477.052
KOI-94 d,106,477.052
KOI-94 e,35,477.052
KOI-984 b,17.1,252.667
KOI-984 c,209.8,252.667
KPS-1 b,346.4347,262.706
Kapteyn c,7,3.93305
Kepler-10 b,4.60853,185.506
Kepler-10 c,7.37,185.506
Kepler-100 b,7.34,304.645
Kepler-100 c,7.05,304.645
Kepler-100 d,3,304.645
Kepler-1000 b,20.3,1115.62
Kepler-1001 b,10.1,928.978
Kepler-1001 c,3.11,928.978
Kepler-1002 b,3.57,408.303
Kepler-1003 b,3.82,941.902
Kepler-1004 b,32.5,1152.68
Kepler-1005 b,2.86,567.806
Kepler-1006 b,2.99,1081.738
Kepler-1007 b,2.67,365
Kepler-1008 b,2.18,282.565
Kepler-1009 b,5.35,355.019
Kepler-101 b,51.1,927.981
Kepler-101 c,3.78,927.981
Kepler-1010 b,5.99,579.273
Kepler-1011 b,8.6,736.779
Kepler-1012 b,2.21,411.077
Kepler-1013 b,5.27,422.246
Kepler-1014 b,6.3,624.8
Kepler-1015 b,12.3,739.357
Kepler-1016 b,5.39,1402.82
Kepler-1016 c,13.1,1402.82
Kepler-1017 b,4.62,552.058
Kepler-1018 b,7.18,1010.01
Kepler-1019 b,2.73,194.182
Kepler-102 b,4.3,107.796
Kepler-102 c,3,107.796
Kepler-102 d,3.8,107.796
Kepler-102 e,8.93,107.796
Kepler-102 f,5.2,107.796
Kepler-1020 b,5.82,415.358
Kepler-1021 b,6.04,810.082
Kepler-1022 b,6.17,420.042
Kepler-1023 b,7.41,694.175
Kepler-1024 b,14.5,1087.4
Kepler-1025 b,4.58,803.776
Kepler-1026 b,5.52,351.239
Kepler-1027 b,0.64,405.104
Kepler-1028 b,2.33,607.916
Kepler-1029 b,2.13,366.656
Kepler-103 b,9.7,494.832
Kepler-103 c,36.1,494.832
Kepler-1030 b,6.71,758.702
Kepler-1031 b,0.59,682.882
Kepler-1032 b,4.16,673.01
Kepler-1033 b,6.85,1455.5
Kepler-1034 b,5.73,654.549
Kepler-1035 b,1.71,562.116
Kepler-1036 b,9.32,489.435
Kepler-1037 b,2.18,446.914
Kepler-1038 b,12.2,584.136
Kepler-1038 c,2.59,584.136
Kepler-1039 b,2.73,306.91
Kepler-104 b,19.6,400.785
Kepler-104 c,9.96,400.785
Kepler-104 d,12.5,400.785
Kepler-1040 b,4.98,482.119
Kepler-1041 b,8.96,1485.82
Kepler-1042 b,5.43,659
Kepler-1043 b,7.04,903.332
Kepler-1044 b,7.61,1278.96
Kepler-1045 b,7.7,942.485
Kepler-1046 b,3.57,721.534
Kepler-1047 b,5.02,817.647
Kepler-1047 c,0.937,817.647
Kepler-1048 b,3.22,556.006
Kepler-1049 b,0.809,162.006
Kepler-105 b,5.1,459.223
Kepler-105 c,4.6,459.223
Kepler-1050 b,3.19,490.488
Kepler-1050 c,2.79,490.488
Kepler-1051 b,11.5,829.343
Kepler-1052 b,8.91,943.444
Kepler-1053 b,0.904,151.129
Kepler-1054 b,7.41,1090.51
Kepler-1055 b,2.04,389.397
Kepler-1056 b,9.32,982.51
Kepler-1057 b,11.2,1201.82
Kepler-1058 b,7.85,491.997
Kepler-1059 b,3.64,713.167
Kepler-106 b,5.3,444.322
Kepler-106 c,10.44,444.322
Kepler-106 d,8.1,444.322
Kepler-106 e,11.17,444.322
Kepler-1060 b,6.26,946.565
Kepler-1061 b,4.58,543.375
Kepler-1062 b,3.75,397.455
Kepler-1063 b,2.83,343.226
Kepler-1064 b,3.02,374
Kepler-1065 b,13.4,1122.48
Kepler-1065 c,3.19,1122.48
Kepler-1066 b,6.17,344.251
Kepler-1067 b,0.437,667.693
Kepler-1067 c,3.7,667.693
Kepler-1068 b,12.8,1473.61
Kepler-1069 b,3.19,695.967
Kepler-107 b,3.51,525.997
Kepler-107 c,9.39,525.997
Kepler-107 d,3.8,525.997
Kepler-107 e,8.6,525.997
Kepler-1070 b,3.64,939.001
Kepler-1071 b,6.26,1042.27
Kepler-1072 b,3.12,982.716
Kepler-1073 b,5.9,809.897
Kepler-1073 c,3.33,809.897
Kepler-1073 d,2.82,809.897
Kepler-1074 b,2.1,250.817
Kepler-1075 b,2.6,291.275
Kepler-1076 b,0.437,199
Kepler-1077 b,8.1,1101.42
Kepler-1078 b,4.27,2481.71
Kepler-1079 b,3.29,591.098
Kepler-108 b,56,338.732
Kepler-108 c,50.9,338.732
Kepler-1080 b,10.8,1382.82
Kepler-1081 b,1.01,420.215
Kepler-1082 b,1.46,739.557
Kepler-1083 b,11.2,902.633
Kepler-1084 b,1.41,405.533
Kepler-1085 b,41.2,1364.53
Kepler-1085 c,10.7,1364.53
Kepler-1086 b,6.53,466.084
Kepler-1086 c,8.96,466.084
Kepler-1087 b,0.165,362.623
Kepler-1088 b,2.6,280.629
Kepler-1089 b,4.01,259.328
Kepler-109 b,7.3,474.861
Kepler-109 c,21.8,474.861
Kepler-1090 b,5.69,858.77
Kepler-1090 c,10.9,858.77
Kepler-1091 b,2.73,914.299
Kepler-1092 b,4.94,981.233
Kepler-1093 b,4.46,1072.88
Kepler-1093 c,4.5,1072.88
Kepler-1094 b,10.2,1291.01
Kepler-1095 b,1.92,792.522
Kepler-1096 b,2.07,377.976
Kepler-1097 b,10.7,719.802
Kepler-1098 b,2.24,1049.19
Kepler-1099 b,8.4,1022.8
Kepler-11 b,1.9,646.346
Kepler-11 c,2.9,646.346
Kepler-11 d,7.3,646.346
Kepler-11 e,8,646.346
Kepler-11 f,2,646.346
Kepler-11 g,25,646.346
Kepler-110 b,4.01,586.531
Kepler-110 c,5.52,586.531
Kepler-1100 b,3.71,693.618
Kepler-1101 b,6.66,742.473
Kepler-1102 b,7.56,1246.05
Kepler-1103 b,5.77,1331.92
Kepler-1104 b,2.04,530.658
Kepler-1105 b,4.7,318.004
Kepler-1106 b,3.36,1090.7
Kepler-1107 b,2.36,428.798
Kepler-1108 b,2.73,767.701
Kepler-1109 b,5.43,685.087
Kepler-111 b,3.12,657.223
Kepler-111 c,42,657.223
Kepler-1110 b,7.56,726.828
Kepler-1111 b,4.66,841.536
Kepler-1112 b,9.38,1671.28
Kepler-1113 b,8.3,1073.88
Kepler-1114 b,2.39,418.417
Kepler-1115 b,3.53,983.245
Kepler-1116 b,6.99,1008.57
Kepler-1117 b,1.41,568.487
Kepler-1118 b,7.95,888.325
Kepler-1119 b,4.35,1757.23
Kepler-112 b,6.17,513.206
Kepler-112 c,6.35,513.206
Kepler-1120 b,2.48,615.231
Kepler-1121 b,4.31,482.047
Kepler-1122 b,4.82,1230.42
Kepler-1123 b,3.43,704.323
Kepler-1124 b,2.18,289.899
Kepler-1125 b,4.04,2011.41
Kepler-1126 b,3.64,635.736
Kepler-1127 b,4.5,842.459
Kepler-1128 b,12.9,1083.41
Kepler-1129 b,9.06,1183.88
Kepler-1129 c,7.9,1183.88
Kepler-113 b,11.7,262.351
Kepler-113 c,8.7,262.351
Kepler-1130 b,0.437,249.343
Kepler-1130 c,0.422,249.343
Kepler-1130 d,0.202,249.343
Kepler-1131 b,3.15,1030.7
Kepler-1132 b,6.12,867.931
Kepler-1133 b,4.54,753.135
Kepler-1134 b,7.46,944.445
Kepler-1135 b,4.08,1314.64
Kepler-1136 b,3.33,491.406
Kepler-1137 b,5.48,921.778
Kepler-1138 b,3.53,872.328
Kepler-1139 b,1.81,495.156
Kepler-114 b,6.8,259.533
Kepler-114 c,2.8,259.533
Kepler-114 d,3.9,259.533
Kepler-1140 b,8.1,656.48
Kepler-1141 b,0.477,393.642
Kepler-1142 b,2.76,1273.51
Kepler-1143 b,3.43,555.189
Kepler-1143 c,12.6,555.189
Kepler-1144 b,4.62,1140.57
Kepler-1145 b,2.54,691.961
Kepler-1146 b,2.04,703.038
Kepler-1147 b,7.32,1657.36
Kepler-1148 b,3.5,625.692
Kepler-1149 b,2.67,1217.73
Kepler-115 b,1.32,623.609
Kepler-115 c,7.27,623.609
Kepler-1150 b,1.04,358.518
Kepler-1151 b,5.56,682.436
Kepler-1152 b,0.59,215.233
Kepler-1153 b,3.64,1119.49
Kepler-1154 b,6.08,1460.1
Kepler-1154 c,6.17,1460.1
Kepler-1155 b,4.78,1128.72
Kepler-1156 b,2.3,691.331
Kepler-1157 b,1.32,342.144
Kepler-1158 b,6.08,1484.25
Kepler-1159 b,6.21,1213.71
Kepler-116 b,11.6,955.168
Kepler-116 c,5.9,955.168
Kepler-1160 b,5.22,1077.63
Kepler-1161 b,5.18,547.726
Kepler-1162 b,5.52,940.211
Kepler-1163 b,1.08,478.647
Kepler-1164 b,1.46,431.622
Kepler-1165 b,3.02,1575.2
Kepler-1165 c,11.2,1575.2
Kepler-1166 b,3.5,634.906
Kepler-1167 b,3.57,820.905
Kepler-1168 b,6.8,752.666
Kepler-1169 b,0.779,522.823
Kepler-117 b,29.875,1455.57
Kepler-117 c,584.78,1455.57
Kepler-1170 b,6.39,1050.45
Kepler-1171 b,7.08,573
Kepler-1172 b,10.3,1306.53
Kepler-1173 b,0.64,377.06
Kepler-1174 b,3.15,1408.75
Kepler-1175 b,9.22,1121.89
Kepler-1176 b,6.57,864.699
Kepler-1177 b,4.27,1299.97
Kepler-1178 b,1.24,482.287
Kepler-1179 b,2.3,415.205
Kepler-118 b,4.5,574.228
Kepler-118 c,45.7,574.228
Kepler-1180 b,4.62,1596.8
Kepler-1181 b,3.09,938.417
Kepler-1182 b,6.39,1545.39
Kepler-1183 b,8.35,1919.19
Kepler-1184 b,7.65,1157.84
Kepler-1185 b,2.33,459.273
Kepler-1186 b,5.6,1337.25
Kepler-1187 b,7.32,1020.53
Kepler-1188 b,4.98,1717.48
Kepler-1189 b,3.78,782.852
Kepler-119 b,12.6,701.996
Kepler-119 c,0.721,701.996
Kepler-1190 b,2.33,342.509
Kepler-1191 b,2.89,955.536
Kepler-1192 b,6.17,1304.19
Kepler-1193 b,2.3,802.116
Kepler-1194 b,2.89,757.382
Kepler-1195 b,4.98,918.566
Kepler-1196 b,5.6,922.333
Kepler-1197 b,2.1,486.94
Kepler-1198 b,2.76,743.03
Kepler-1199 b,1.6,563.493
Kepler-12 b,137.30256,881.386
Kepler-120 b,8.5,388.63
Kepler-120 c,2.96,388.63
Kepler-1200 b,1.2,588.715
Kepler-1201 b,5.86,944.241
Kepler-1202 b,8.96,1175.38
Kepler-1203 b,1.2,317.022
Kepler-1204 b,9.53,1175.22
Kepler-1205 b,2.57,698.485
Kepler-1206 b,3.33,762.019
Kepler-1207 b,3.26,1754.19
Kepler-1208 b,5.99,825.176
Kepler-1209 b,2.89,505.531
Kepler-121 b,6.08,510.523
Kepler-121 c,5.77,510.523
Kepler-1210 b,3.53,1176.53
Kepler-1211 b,7.04,1826.53
Kepler-1212 b,5.22,1316.57
Kepler-1213 b,1.81,807.812
Kepler-1214 b,6.17,729.227
Kepler-1215 b,1.98,661.022
Kepler-1216 b,2.51,1258.36
Kepler-1217 b,4.62,1347.71
Kepler-1218 b,2.67,840.503
Kepler-1219 b,5.14,880.895
Kepler-122 b,6.08,1027.45
Kepler-122 c,29,1027.45
Kepler-122 d,5.48,1027.45
Kepler-122 e,27.7,1027.45
Kepler-122 f,36,1027.45
Kepler-1220 b,2.92,961.907
Kepler-1221 b,4.19,913.65
Kepler-1222 b,0.418,415.218
Kepler-1223 b,1.98,459.957
Kepler-1224 b,2.33,559.598
Kepler-1225 b,3.97,1347.52
Kepler-1226 b,2.7,1125.72
Kepler-1227 b,5.86,623.706
Kepler-1228 b,2.99,515.453
Kepler-1229 b,2.54,265.482
Kepler-123 b,55.3,1021.66
Kepler-123 c,2.79,1021.66
Kepler-1230 b,7.8,1364.22
Kepler-1231 b,2.6,987.237
Kepler-1232 b,4.38,632.865
Kepler-1233 b,7.27,1178.7
Kepler-1234 b,8.3,916.749
Kepler-1235 b,0.418,540.604
Kepler-1236 b,5.22,999.64
Kepler-1237 b,8.55,1064.31
Kepler-1238 b,4.38,1632.13
Kepler-1239 b,8.75,2140.6
Kepler-124 b,0.315,420.046
Kepler-124 c,3.71,420.046
Kepler-124 d,1.41,420.046
Kepler-1240 b,1.6,862.186
Kepler-1241 b,7.41,968.722
Kepler-1242 b,5.73,687.615
Kepler-1243 b,3.71,758.17
Kepler-1244 b,2.39,1075.81
Kepler-1245 b,2.67,805.936
Kepler-1245 c,2.67,805.936
Kepler-1246 b,2.42,436.505
Kepler-1247 b,6.04,1045.92
Kepler-1248 b,1.76,593.026
Kepler-1249 b,6.26,1904.54
Kepler-125 b,6.21,183.365
Kepler-125 c,0.33,183.365
Kepler-1250 b,4.35,2126.85
Kepler-1251 b,4.04,902.204
Kepler-1252 b,3.43,648.979
Kepler-1253 b,2.33,514.524
Kepler-1254 b,3.02,622.818
Kepler-1254 c,2.24,622.818
Kepler-1254 d,2.27,622.818
Kepler-1255 b,5.99,1617.07
Kepler-1256 b,2.83,891.192
Kepler-1257 b,2.92,1105.95
Kepler-1258 b,0.566,717.555
Kepler-1259 b,2.63,805.562
Kepler-126 b,2.92,237.401
Kepler-126 c,3.12,237.401
Kepler-126 d,6.8,237.401
Kepler-1260 b,3.78,1734.43
Kepler-1261 b,5.73,744.294
Kepler-1262 b,3.97,1054.87
Kepler-1263 b,1.55,664.83
Kepler-1264 b,1.76,801.993
Kepler-1265 b,2.39,583.641
Kepler-1266 b,7.18,849.312
Kepler-1266 c,3.46,849.312
Kepler-1267 b,9.32,1379.43
Kepler-1268 b,4.78,1840.77
Kepler-1269 b,3.29,1097.23
Kepler-127 b,2.54,352.794
Kepler-127 c,7.56,352.794
Kepler-127 d,7.46,352.794
Kepler-1270 b,11,1095.05
Kepler-1271 b,2.79,831.991
Kepler-1272 b,6.21,1206.37
Kepler-1273 b,6.76,1114.24
Kepler-1274 b,2.6,614.648
Kepler-1275 b,2.79,1153.98
Kepler-1276 b,1.81,538.481
Kepler-1277 b,3.19,557.193
Kepler-1278 b,1.01,889.426
Kepler-1279 b,3.71,1494.22
Kepler-128 b,0.77,396.379
Kepler-128 c,0.9,396.379
Kepler-1280 b,4.16,1486.7
Kepler-1281 b,3.33,1090
Kepler-1282 b,3.02,1103.29
Kepler-1283 b,4.31,2921.99
Kepler-1284 b,1.92,882.324
Kepler-1285 b,0.871,422.269
Kepler-1286 b,5.27,1354.46
Kepler-1287 b,2.99,1003.26
Kepler-1288 b,1.46,814.078
Kepler-1289 b,2.92,1053.57
Kepler-129 b,20,408.845
Kepler-129 c,43,408.845
Kepler-129 d,2637.97578,408.845
Kepler-1290 b,2.6,1593.7
Kepler-1291 b,3.39,897.352
Kepler-1292 b,3.97,1493.43
Kepler-1293 b,0.871,1028.16
Kepler-1294 b,10.3,1855.7
Kepler-1295 b,3.02,1174.46
Kepler-1296 b,0.693,1551.54
Kepler-1297 b,0.871,1439.47
Kepler-1298 b,2.27,544.163
Kepler-1299 b,9.17,1404.94
Kepler-130 b,1.04,316.663
Kepler-130 c,8.75,316.663
Kepler-130 d,3.33,316.663
Kepler-1300 b,2.45,777.025
Kepler-1301 b,2.54,854.28
Kepler-1302 b,2.63,634.58
Kepler-1303 b,2.6,897.783
Kepler-1304 b,5.86,2176.08
Kepler-1305 b,4.19,1575.23
Kepler-1306 b,4.31,1107.5
Kepler-1307 b,6.66,1014.62
Kepler-1308 b,0.0933,112.705
Kepler-1309 b,6.21,845
Kepler-131 b,16.13,228.678
Kepler-131 c,8.25,228.678
Kepler-1310 b,2.67,569.185
Kepler-1311 b,2.07,866.331
Kepler-1311 c,1.98,866.331
Kepler-1311 d,67.5,866.331
Kepler-1312 b,5.06,299.104
Kepler-1312 c,1.07,299.104
Kepler-1313 b,3.75,174.234
Kepler-1314 b,22.9,141.9868506
Kepler-1315 b,2.48,480.869
Kepler-1315 c,4.06,480.869
Kepler-1316 b,12.3,800.871
Kepler-1317 b,3.05,728.303
Kepler-1318 b,9.85,475.248
Kepler-1319 b,2.36,103.917
Kepler-132 b,1.92,349.549
Kepler-132 c,2.18,349.549
Kepler-132 d,3.02,349.549
Kepler-132 e,1.76,349.549
Kepler-1320 b,3.53,647.424
Kepler-1321 b,21.5,769.146
Kepler-1321 c,6.35,769.146
Kepler-1321 d,7.41,769.146
Kepler-1322 b,3.22,1350.32
Kepler-1322 c,5.29,1350.32
Kepler-1323 b,2.92,465.417
Kepler-1324 b,2.89,481.667
Kepler-1325 b,8.55,973.368
Kepler-1326 b,16.3,698.326
Kepler-1327 b,3.89,678.069
Kepler-1328 b,0.904,813.543
Kepler-1329 b,5.35,588.037
Kepler-133 b,3.75,653.6
Kepler-133 c,8.45,653.6
Kepler-1330 b,3.36,1720.48
Kepler-1331 b,1.16,319.197
Kepler-1332 b,2.45,528.685
Kepler-1333 b,8.3,932.446
Kepler-1334 b,5.86,1223.04
Kepler-1335 b,2.7,621.853
Kepler-1336 b,4.58,1126.64
Kepler-1336 c,3.57,1126.64
Kepler-1337 b,6.39,601.629
Kepler-1338 b,0.721,753.26
Kepler-1339 b,0.285,371.049
Kepler-134 b,4.66,334.797
Kepler-134 c,2.13,334.797
Kepler-1340 b,3.02,981.779
Kepler-1341 b,9.22,476.957
Kepler-1342 b,3.39,890.724
Kepler-1343 b,4.38,1756.71
Kepler-1344 b,4.04,853.959
Kepler-1345 b,6.17,1355.02
Kepler-1346 b,3.12,843.701
Kepler-1347 b,1.08,321
Kepler-1348 b,4.42,1213.82
Kepler-1349 b,0.271,276.323
Kepler-135 b,3.93,621.855
Kepler-135 c,1.65,621.855
Kepler-1350 b,6.9,340.691
Kepler-1350 c,3.64,340.691
Kepler-1351 b,0.208,202.782
Kepler-1352 b,0.64,670.829
Kepler-1353 b,3.89,593.384
Kepler-1354 b,9.11,1119.45
Kepler-1355 b,2.73,911.269
Kepler-1356 b,2.96,845.228
Kepler-1357 b,2.18,1015.69
Kepler-1358 b,1.46,546.998
Kepler-1359 b,8.4,614.859
Kepler-136 b,19.8,420.818
Kepler-136 c,4.62,420.818
Kepler-1360 b,11.5,1516.27
Kepler-1361 b,0.566,389.143
Kepler-1362 b,7.27,731.298
Kepler-1363 b,2.1,541.714
Kepler-1364 b,5.27,1056.9
Kepler-1365 b,0.721,840.128
Kepler-1365 c,0.437,840.128
Kepler-1366 b,2.63,465.826
Kepler-1367 b,0.721,401.484
Kepler-1368 b,3.36,1635.82
Kepler-1369 b,7.7,1236.56
Kepler-137 b,2.76,302.979
Kepler-137 c,4.19,302.979
Kepler-1370 b,4.04,1004.1
Kepler-1370 c,2.15,1004.1
Kepler-1371 b,0.315,515.334
Kepler-1371 c,0.196,515.334
Kepler-1372 b,2.15,1303.22
Kepler-1373 b,1.65,1699.46
Kepler-1374 b,5.86,1078.46
Kepler-1375 b,3.68,1430.84
Kepler-1376 b,1.16,868.056
Kepler-1377 b,2.1,1146.1
Kepler-1378 b,5.48,506.434
Kepler-1379 b,2.24,971.325
Kepler-138 b,0.07,66.8624
Kepler-138 c,2.3,66.8624
Kepler-138 d,2.1,66.8624
Kepler-138 e,0.43,66.8624
Kepler-1380 b,2.63,2462.94
Kepler-1381 b,5.69,1197.04
Kepler-1382 b,4.19,738.261
Kepler-1383 b,2.57,1027.21
Kepler-1384 b,4.42,618
Kepler-1385 b,0.543,688.795
Kepler-1386 b,2.07,835.882
