name,mass,distance
TOI-1181 b,375.03752,302.819
TOI-1201 b,6.28,37.8871
TOI-122 b,7.85,62.118
TOI-1227 b,66.5,100.641
TOI-1231 b,15.4,27.6227
TOI-1235 b,5.9,39.6345
TOI-1246 b,8.1,169.422
TOI-1246 c,8.8,169.422
TOI-1246 d,5.3,169.422
TOI-1246 e,14.8,169.422
TOI-125 b,9.5,111.059
TOI-125 c,6.63,111.059
TOI-125 d,13.6,111.059
TOI-1259 A b,140.16233,118.106
TOI-1260 b,8.56,73.5977
TOI-1260 c,13.2,73.5977
TOI-1260 d,11.84,73.5977
TOI-1266 b,13.5,36.0118
TOI-1266 c,2.2,36.0118
TOI-1268 b,96.4,109.557
TOI-1272 b,24.6,137.572
TOI-1272 c,26.7,137.572
TOI-1278 b,5879.82553,75.5759
TOI-1288 b,42,114.865
TOI-1288 c,84,114.865
TOI-1296 b,94.71287,323.265
TOI-1298 b,113.14691,319.036
TOI-132 b,22.4,163.678
TOI-1333 b,753.2571,200.492
TOI-1338 b,33,399.017
TOI-1411 b,2.42,32.4778
TOI-1422 b,9,155.141
TOI-1431 b,991.62463,148.925
TOI-1442 b,1.71,41.1659
TOI-1444 b,3.87,125.463
TOI-1444 c,11.8,125.463
TOI-1452 b,4.82,30.5212
TOI-1468 b,3.21,24.7399
TOI-1468 c,6.64,24.7399
TOI-1478 b,270.47333,152.892
TOI-150.01,797.7533,336.267
TOI-1516 b,1004.33777,247.054
TOI-1518 b,731.00534,225.888
TOI-157 b,375.0394,355.683
TOI-1601 b,314.6517,336.608
TOI-163 b,387.7526,411.719
TOI-1634 b,4.91,35.2736
TOI-1669 b,182.11568,111.276
TOI-1670 b,41.31769,168.067
TOI-1670 c,200.2319,168.067
TOI-1685 b,3.78,37.6153
TOI-169 b,251.40353,407.84
TOI-1693 b,2.57,30.7947
TOI-1694 b,26.1,124.68
TOI-1694 c,333.71983,124.68
TOI-1695 b,6.36,45.1309
TOI-1696 b,48.8,64.9172
TOI-1710 b,28.3,81.2271
TOI-172 b,1722.6386,342.831
TOI-1728 b,26.78,60.798
TOI-1749 b,57,99.5561
TOI-1749 c,14,99.5561
TOI-1749 d,15,99.5561
TOI-1759 b,10.8,40.0654
TOI-178 b,1.5,62.699
TOI-178 c,4.77,62.699
TOI-178 d,3.01,62.699
TOI-178 e,3.86,62.699
TOI-178 f,7.72,62.699
TOI-178 g,3.94,62.699
TOI-1789 b,222.47988,229.067
TOI-1807 b,2.57,42.5775
TOI-181 b,46.1687,96.2338
TOI-1811 b,308.92921,128.23
TOI-1820 b,731.00534,248.504
TOI-1842 b,68.01528,223.465
TOI-1860 b,2.27,45.864
TOI-1899 b,209.7678,128.438
TOI-1937 A b,638.8351,415.135
TOI-201 b,133.4886,113.825
TOI-2025 b,1144.18227,335.985
TOI-2046 b,731.00534,289.668
TOI-2048 b,7.32,116.567
TOI-206 b,2.24,47.7465
TOI-2076 b,6.89,41.9091
TOI-2076 c,12,41.9091
TOI-2076 d,10.5,41.9091
TOI-2081 b,4.82,62.3446
TOI-2109 b,1595.4986,262.041
TOI-2136 b,6.37,33.3631
TOI-2145 b,1671.77742,224.731
TOI-2152 A b,899.45439,303.006
TOI-2154 b,292.40213,296.46
TOI-2158 b,260.61929,198.473
TOI-216.01,177.98391,177.945
TOI-216.02,18.75188,177.945
TOI-2180 b,875.61726,116.685
TOI-2184 b,206.58846,788.317
TOI-2193 A b,298.7587,337.064
TOI-2196 b,26,259.947
TOI-220 b,13.8,90.7402
TOI-2202 b,310.83618,235.933
TOI-2202 c,117.27868,235.933
TOI-2207 b,203.41018,373.345
TOI-2236 b,502.16888,355.59
TOI-2257 b,5.45,57.7911
TOI-2260 b,3.26,101.251
TOI-2285 b,19.5,42.409
TOI-2337 b,508.52545,536.046
TOI-2364 b,71.51139,219.614
TOI-237 b,2.67,38.0749
TOI-2406 b,8.96,55.419
TOI-2411 b,3.46,59.5362
TOI-2421 b,105.83686,327.927
TOI-2427 b,3.89,28.5147
TOI-2445 b,2.1,48.582
TOI-2497 b,1531.93292,285.289
TOI-251 b,317.83,99.523
TOI-2525 b,26.69759,395.398
TOI-2525 c,208.81326,395.398
TOI-2545 b,8,107.118
TOI-2567 b,63.88351,504.775
TOI-257 b,43.86032,76.9028
TOI-2570 b,260.61929,361.857
TOI-2583 A b,79.4571,566.189
TOI-2587 A b,69.28659,373.675
TOI-2669 b,193.87533,393.443
TOI-269 b,8.8,57.0225
TOI-270 b,1.58,22.4793
TOI-270 c,6.15,22.4793
TOI-270 d,4.78,22.4793
TOI-277 b,7.51,64.6692
TOI-2796 b,139.8445,350.343
TOI-2803 A b,309.8827,494.818
TOI-2818 b,225.65817,312.674
TOI-2842 b,117.59651,460.995
TOI-3023 b,197.05361,389.916
TOI-3235 b,211.35589,72.811
TOI-3331 A b,721.47048,217.193
TOI-3362 b,1598.35906,366.987
TOI-3364 b,530.77344,277.899
TOI-3629 b,82.63539,130.091
TOI-3688 A b,311.47184,396.378
TOI-3693 b,324.18498,176.436
TOI-3714 b,222.47988,112.71
TOI-3757 b,85.3,181.139
TOI-3807 b,330.54154,421.745
TOI-3819 b,352.78953,558.141
TOI-3884 b,16.5,43.1448
TOI-3912 b,129.03833,465.992
TOI-3976 A b,55.61997,516.087
TOI-4087 b,232.01474,301.676
TOI-411 b,3.61,62.7792
TOI-411 c,7.95,62.7792
TOI-4137 b,457.67291,334.993
TOI-4145 A b,136.66622,205.387
TOI-421 b,7.17,74.7969
TOI-421 c,16.42,74.7969
TOI-431 b,3.07,32.5686
TOI-431 c,2.83,32.5686
TOI-431 d,9.9,32.5686
TOI-4329 b,143.02278,717.128
TOI-4342 b,5.76,61.5204
TOI-4342 c,6.41,61.5204
TOI-4463 A b,252.35576,173.117
TOI-4479 b,8.35,80.6532
TOI-451 b,4.31,123.739
TOI-451 c,9.8,123.739
TOI-451 d,15.6,123.739
TOI-4562 b,732,339.605
TOI-4582 b,168.44906,383.846
TOI-4791 b,734.18362,328.802
TOI-481 b,486.2799,179.366
TOI-500 b,1.42,47.3924
TOI-500 c,5.03,47.3924
TOI-500 d,33.12,47.3924
TOI-500 e,15.05,47.3924
TOI-5153 b,1036.12061,390.484
TOI-5174 b,24.8,197.243
TOI-519 b,4449.62,115.557
TOI-5205 b,343,86.4493
TOI-5238 b,23.7,290.646
TOI-530 b,127.13136,148.762
TOI-532 b,61.5,135.047
TOI-5398 b,,130.855
TOI-540 b,0.674,14.0022
TOI-544 b,4.78,41.1166
TOI-5542 b,419.5335,348.849
TOI-558 b,1147.36055,402.63
TOI-559 b,1910.14873,233.266
TOI-561 b,2,85.799
TOI-561 c,5.39,85.799
TOI-561 d,13.2,85.799
TOI-561 e,12.6,85.799
TOI-564 b,464.98529,199.581
TOI-620 b,13.6,33.0231
TOI-628 b,2011.8639,178.68
TOI-640 b,279.6904,341.997
TOI-674 b,23.6,46.0851
TOI-677 b,392.83788,141.812
TOI-700 b,0.704,31.1265
TOI-700 c,7.27,31.1265
TOI-700 d,1.25,31.1265
TOI-700 e,0.818,31.1265
TOI-712 b,4.85,58.6212
TOI-712 c,7.76,58.6212
TOI-712 d,6.68,58.6212
TOI-763 b,9.79,95.1274
TOI-763 c,9.32,95.1274
TOI-776 b,4,27.1701
TOI-776 c,5.3,27.1701
TOI-813 b,36.4,263.145
TOI-824 b,18.467,63.9262
TOI-833 b,2.15,41.7148
TOI-836 b,4.53,27.5024
TOI-836 c,9.6,27.5024
TOI-837 b,381.396,142.488
TOI-849 b,39.09,225.734
TOI-892 b,301.9385,340.543
TOI-905 b,211.99261,158.649
TOI-942 b,826.358,152.601
TOI-942 c,794.575,152.601
TOI-954 b,55.30242,238.768
TOI-969 b,9.1,77.2554
TOI-969 c,3591.461,77.2554
TRAPPIST-1 b,1.374,12.4298888
TRAPPIST-1 c,1.308,12.4298888
TRAPPIST-1 d,0.388,12.4298888
TRAPPIST-1 e,0.692,12.4298888
TRAPPIST-1 f,1.039,12.4298888
TRAPPIST-1 g,1.321,12.4298888
TRAPPIST-1 h,0.326,12.4298888
TYC 0434-04538-1 b,1938.763,613.422
TYC 1422-614-1 b,794.5,672.41
TYC 1422-614-1 c,3178,672.41
TYC 2187-512-1 b,104.88337,15.4744
TYC 3318-01333-1 b,1086.9786,490.61
TYC 3667-1280-1 b,1716.282,477.516
TYC 4282-00605-1 b,3426.2074,464.128
TYC 8998-760-1 b,4449.62,94.6177
TYC 8998-760-1 c,1906.98,94.6177
Teegarden's Star b,1.05,3.83078
Teegarden's Star c,1.11,3.83078
TrES-1 b,266.9772,159.658
TrES-2 b,473.5667,215.32
TrES-3 b,607.03,231.337
TrES-4 b,247.9074,515.98
TrES-5 b,568.9157,360.313
UKIRT-2017-BLG-001L b,407,6300
USco CTIO 108 b,4449.62,144.019
USco1556 b,4767.45,140.635
USco1621 b,5085.28,137.901
UZ For b,2002.2,239.6038748
UZ For c,2447.2,239.6038748
V0391 Peg b,1017.056,1195.98
V1298 Tau b,74.9,108.199
V1298 Tau c,26.7,108.199
V1298 Tau d,33.6,108.199
V1298 Tau e,57,108.199
V830 Tau b,222.481,130.111
VHS J125601.92-125723.9 b,3559.696,12.7
WASP-1 b,271.415,393.072
WASP-10 b,1001.12,140.998
WASP-100 b,400.4658,364.411
WASP-101 b,162.0933,201.224
WASP-103 b,473.547,375.647
WASP-104 b,404.263,185.932
WASP-105 b,572.094,169.272
WASP-106 b,514.8846,352.181
WASP-107 b,30.5,64.7414
WASP-107 c,115,64.7414
WASP-11 b,251.0857,124.73
WASP-110 b,162.09249,274.96
WASP-113 b,150.96925,435.156
WASP-114 b,562.24127,523.337
WASP-117 b,95.349,157.963
WASP-118 b,163.36462,376.658
WASP-119 b,390.9309,302.448
WASP-12 b,465.62095,427.246
WASP-120 b,1541.4755,381.174
WASP-121 b,367.72747,269.898
WASP-123 b,285.72917,197.996
WASP-124 b,190.698,448.637
WASP-126 b,90.3,216.526
WASP-126 c,64.2,216.526
WASP-127 b,52.3466,159.507
WASP-129 b,317.83,301.462
WASP-13 b,114.4188,227.537
WASP-130 b,390.9309,172.256
WASP-131 b,85.8141,200.075
WASP-132 b,130.3103,122.91
WASP-132 c,37.35,122.91
WASP-133 b,368.6828,559.084
WASP-135 b,603.877,298.214
WASP-136 b,479.9233,275.587
WASP-138 b,387.7526,414.234
WASP-139 b,37.18611,212.472
WASP-14 b,2809.6172,161.997
WASP-140 b,775.5052,117.598
WASP-141 b,854.9627,516.543
WASP-142 b,266.9772,730.933
WASP-144 b,139.8452,355.513
WASP-145 A b,282.8687,91.299
WASP-147 b,87.40325,436.098
WASP-148 b,91.21675,246.353
WASP-148 c,124.58874,246.353
WASP-15 b,171.6282,282.091
WASP-150 b,2688.8418,527.995
WASP-151 b,100.43378,453.099
WASP-153 b,123.9537,610.176
WASP-156 b,40.68224,122.066
WASP-157 b,182.43442,334.037
WASP-158 b,886.7457,524.993
WASP-159 b,174.8065,715.383
WASP-16 b,394.1092,194.134
WASP-160 B b,88.35674,288.326
WASP-161 b,791.3967,343.08
WASP-162 b,1652.716,310.841
WASP-163 b,594.3421,261.386
WASP-164 b,676.9779,327.506
WASP-165 b,209.13214,602.236
WASP-166 b,32.10083,114.173
WASP-167 b,2542.64,423.552
WASP-168 b,133.4886,303.941
WASP-169 b,178.30263,627.066
WASP-17 b,247.9074,405.908
WASP-170 b,508.528,305.603
WASP-171 b,344.52772,757.84
WASP-172 b,149.3801,538.11
WASP-173 A b,1172.7927,232.98
WASP-174 b,104.88337,410.149
WASP-175 b,314.6517,539.36
WASP-176 b,271.74465,568.42
WASP-177 b,161.45764,176.818
WASP-178 b,527.5978,427.678
WASP-18 b,3241.84975,123.483
WASP-18 c,55.2,123.483
WASP-180 A b,286.047,253.985
WASP-181 b,95.03117,437.495
WASP-182 b,47.03884,327.602
WASP-183 b,159.55066,325.377
WASP-184 b,181.1631,663.231
WASP-185 b,311.4734,279.35
WASP-186 b,1341.2426,278.514
WASP-187 b,254.264,371.414
WASP-189 b,632.47853,99.731
WASP-19 b,366.77398,268.325
WASP-190 b,317.83,542.251
WASP-192 b,731.009,508.885
WASP-2 b,295.89973,153.242
WASP-20 b,98.841,211.877
WASP-21 b,95.345,258.426
WASP-22 b,212.9461,317.652
WASP-23 b,280.95,207.49
WASP-24 b,394.1092,322.114
WASP-25 b,139.8452,211.416
WASP-26 b,270.1555,252.759
WASP-28 b,282.54945,348.494
WASP-29 b,73.1009,87.5953
WASP-3 b,772.3269,231.161
WASP-31 b,151.916,383.829
WASP-32 b,835.8929,275.994
WASP-33 b,665.21819,121.944
WASP-34 b,177.9848,132.096
WASP-35 b,225.6593,202.218
WASP-36 b,750.39663,386.346
WASP-37 b,572.07,392.791
WASP-38 b,1093.3352,136.24
WASP-39 b,88.989,213.982
WASP-4 b,376.94638,267.206
WASP-41 b,270.1555,163.371
WASP-41 c,1010.6994,163.371
WASP-42 b,167.49641,177.291
WASP-43 b,565.714,86.7467
WASP-44 b,276.5121,364.512
WASP-45 b,306.38812,211.196
WASP-46 b,607.0553,375.31
WASP-47 b,363.6,264.78
WASP-47 c,500,264.78
WASP-47 d,14.2,264.78
WASP-47 e,6.77,264.78
WASP-48 b,254.264,454.144
WASP-49 b,117.5971,194.553
WASP-5 b,502.15,309.137
WASP-50 b,466.8287,184.848
WASP-52 b,146.2,174.818
WASP-53 b,677.61356,201.338
WASP-53 c,5196.5205,201.338
WASP-54 b,187.5197,251.303
WASP-55 b,193.8763,297.462
WASP-56 b,143.0235,321.084
WASP-57 b,204.68252,398.276
WASP-58 b,308.2951,290.404
WASP-59 b,274.276,115.936
WASP-6 b,117.5971,197.119
WASP-60 b,174.8065,431.052
WASP-61 b,851.7844,488.66
WASP-62 b,165.2716,175.631
WASP-63 b,117.5971,290.684
WASP-64 b,403.945,369.926
WASP-65 b,492.62,273.703
WASP-66 b,746.9005,500.258
WASP-67 b,136.6669,189.469
WASP-68 b,343.2564,226.399
WASP-69 b,92.1707,49.9605
WASP-7 b,305.1168,162.303
WASP-70 A b,187.512,222.355
WASP-71 b,441.7837,362.715
WASP-72 b,731.009,434.754
WASP-73 b,908.9938,316.678
WASP-74 b,228.8376,149.216
WASP-75 b,340.06,294.001
WASP-76 b,292.4036,194.459
WASP-77 A b,529.81995,105.166
WASP-78 b,352.7913,754.258
WASP-79 b,270.1555,246.69
WASP-8 b,807.2882,89.9606
WASP-8 c,3003.37,89.9606
WASP-80 b,170.99254,49.7876
WASP-81 b,231.69807,398.505
WASP-82 b,371.8611,275.664
WASP-83 b,95.349,271.103
WASP-84 b,220.565,100.588
WASP-85 A b,402.05495,141.887
WASP-87 b,692.8694,298.392
WASP-88 b,133.4886,523.756
WASP-89 b,1875.197,290.946
WASP-90 b,200.2329,466.433
WASP-91 b,425.8922,149.942
WASP-92 b,255.85315,575.889
WASP-93 b,467.2101,370.284
WASP-94 A b,158.915,211.211
WASP-94 B b,196.411,208.696
WASP-95 b,457.6752,137.544
WASP-96 b,152.55,352.464
WASP-97 b,432.2488,151.068
WASP-98 b,293.03926,281.742
WASP-99 b,772.3269,158.66
WD 0806-661 b,2542.62726,19.2444
WD 1856+534 b,4386.054,24.7359
WISEP J121756.91+162640.2 A b,6992,10.1
WTS-1 b,1274.44,2346.01
WTS-2 b,355.9696,1030.768344
Wendelstein-1 b,188.15536,305.3
Wendelstein-2 b,232.33373,565.541
Wolf 1061 b,1.91,4.30592
Wolf 1061 c,3.41,4.30592
Wolf 1061 d,7.7,4.30592
Wolf 1069 b,1.26,9.58341
Wolf 503 b,6.26,44.526
XO-1 b,263.7989,163.553
XO-2 N b,179.89178,154.273
XO-2 S b,82.6358,151.398
XO-2 S c,435.409,151.398
XO-3 b,2316.9807,213.053
XO-4 b,451.3186,272.655
XO-5 b,378.2,276.211
XO-6 b,1398.452,235.479
XO-7 b,225.34147,234.149
YSES 2 b,2002.31896,109.406
YZ Cet b,0.7,3.71207
YZ Cet c,1.14,3.71207
YZ Cet d,1.09,3.71207
alf Ari b,572.07,20.21019
alf Tau b,2056.3601,20.4332
b Cen AB b,3464.32964,98.0935
bet Cnc b,2479,89.0472
bet Pic b,3729.12221,19.7442
bet Pic c,3223.13586,19.7442
bet UMi b,1938.7,38.77472
eps CrB b,2129.461,69.8683
eps Eri b,209.76675,3.2026
eps Ind A b,1032.9475,3.63857
eps Tau b,2415.406,47.52852
gam Cep b,2987.58703,14.1024
gam Lib b,324.1866,47.4017
gam Lib c,1455.6614,47.4017
gam Psc b,425.89007,41.3107
gam1 Leo b,2790.43,39.8883
iot Dra b,3756.73177,31.32832
iot Dra c,4958.12315,31.32832
kap And b,4327.36,50.0177
kap CrB b,635.66,30.0651
mu Leo b,762.8,32.6081
nu Oct A b,762.78818,21.1999
nu Oph b,7057.73298,46.2107
nu Oph c,7838.32346,46.2107
ome Ser b,540.3,76.7556
omi CrB b,476.745,84.7883
omi UMa b,1303.103,54.9149
pi Men c,3.63,18.2702
pi Men d,13.38,18.2702
psi1 Dra B b,486.2799,22.7188
rho CrB b,332.1,17.4671
rho CrB c,25,17.4671
tau Boo b,1891,15.6521
tau Cet e,3.93,3.60304
tau Cet f,3.93,3.60304
tau Cet g,1.75,3.60304
tau Cet h,1.83,3.60304
tau Gem b,6547,112.537
ups And b,218.531,13.4054
ups And c,4443.24113,13.4054
ups And d,3257.74117,13.4054
ups Leo b,162.09249,52.5973
xi Aql b,890,56.1858
